username,location,sentiment,sentiment-score,text,time_zone,created_at,place,lang,quote_count,reply_count,retweeted,retweet_count,favorited,favorite_count,timestamp_ms,followers_count,friends_count,statuses_count
__Tatt__Ⓥ,,NEGATIVE,0.0189789962,"RT @VirginiaInCal: Keep @KelloggsUS toxic GMOs out of your children’s lunch boxes. 
Boycott all #Kelloggs products like #Keebler &amp; #CheezIt…",,Mon Mar 19 18:48:25 +0000 2018,,en,0,0,False,0,False,0,1521485305679,2714,4924,59760
Badcraigsnews,USA,NEGATIVE,0.33541584010000003,Syngenta to Pay Farmers $1.5 Billion in Massive GMO Corn Settlement https://t.co/WyWwdNytw0 via @natural_blaze,,Mon Mar 19 18:48:32 +0000 2018,,en,0,0,False,0,False,0,1521485312683,244,166,43701
David Riddle,"Oak Park, IL",NEGATIVE,0.2027636915,RT @BioSRP: Word invented today: pseudoapproval. #GoldenRice (GR2E) approved in Canada! Why Canada? Since there is no intention that Canadi…,Central Time (US & Canada),Mon Mar 19 18:48:37 +0000 2018,,en,0,0,False,0,False,0,1521485317743,2220,1357,5674
Tech Investor,"New York, USA",NEGATIVE,0.124009721,GMO Has Mined Millions of Dollars in Bitcoin Already https://t.co/iicDn0LoCV #Markets #News #bitcoin https://t.co/4isIQIONOK,,Mon Mar 19 18:49:05 +0000 2018,,en,0,0,False,0,False,0,1521485345722,406,361,10597
Teresa Heroux,"St George, UT",NEUTRAL,0.4826691449,"RT @fabricationista: @GenuityTraits How about real organic corn, not GMO corn?",,Mon Mar 19 18:49:19 +0000 2018,,en,0,0,False,0,False,0,1521485359334,42,118,244
Kate Wells,Good question.,NEGATIVE,0.2664707303,It is a missed opportunity if #rampage does not create a giant genetically modified @TheRock.,Quito,Mon Mar 19 18:49:25 +0000 2018,,en,0,0,False,0,False,0,1521485365736,172,685,2296
Just plain LIVING,"Nova Scotia, Canada",NEUTRAL,0.5197522640000001,RT @FarmFairyCrafts: What Does @SenStabenow So Called #GMO Labeling Bill Do? IT OUTLAWS PASSING STATE LAWS WITH REAL PENALTIES for GMO Labe…,Atlantic Time (Canada),Mon Mar 19 18:49:42 +0000 2018,,en,0,0,False,0,False,0,1521485382596,4273,3194,121053
Just plain LIVING,"Nova Scotia, Canada",POSITIVE,0.6402090788,RT @FarmFairyCrafts: Beat the Cold with a Non-#GMO #Organic Flax Hot Pad: https://t.co/rkykB4TkpK via @Etsy https://t.co/YZlCgvmnYg,Atlantic Time (Canada),Mon Mar 19 18:49:46 +0000 2018,,en,0,0,False,0,False,0,1521485386007,4273,3194,121061
Saloni,🇬🇧🇭🇰🇮🇳🏳️‍🌈,NEGATIVE,0.3346656859,"@altairyouapart I read the paper &amp; though it didn't find sex differences in gene expression for empathy, it's nowhe… https://t.co/E9uzOTdA21",Lisbon,Mon Mar 19 18:49:47 +0000 2018,,en,0,0,False,0,False,0,1521485387669,7964,1930,18985
Sharone,Uganda,NEUTRAL,0.5352447033000001,"RT @_DeleteTheElite: Here are 3 reasons why the American media has been demonizing Russia for the past couple of months:

-Russia ended Rot…",Nairobi,Mon Mar 19 18:49:52 +0000 2018,,en,0,0,False,0,False,0,1521485392270,730,417,7275
Raoul Castro,India,NEUTRAL,0.40486010910000003,"RT @AgBioWorld: Critics of #GMO portray scientists as playing God, messing with nature in dangerous ways with unknown consequences. In real…",New Delhi,Mon Mar 19 18:49:54 +0000 2018,,en,0,0,False,0,False,0,1521485394242,367,1672,5743
Diet & Weight-Loss,thai,POSITIVE,0.7127048373,"NatureWise CLA 1250, High Potency, Natural Weight Loss Exercise Enhancement, Increase Lean Muscle Mass, Non-Stimula… https://t.co/H65A29DUZS",Pacific Time (US & Canada),Mon Mar 19 18:50:00 +0000 2018,,en,0,0,False,0,False,0,1521485400140,10,21,8
Rachel Kerestes,"Washington, DC",NEUTRAL,0.4158432186,"RT @TheSciBabe: Man, rich white liberals hate hearing that it's a privileged thing to be anti-GMO. 

It's really easy to be against a techn…",Pacific Time (US & Canada),Mon Mar 19 18:50:15 +0000 2018,,en,0,0,False,0,False,0,1521485415426,594,804,7432
Knight Coverjunkie,"Hell, paved by good intentions",NEUTRAL,0.4392330647,"@palace Att det finns en teknik som heter ""genetic drive"" som kan få GMO från en förälder att ""hoppa över"" mellan d… https://t.co/45i0PX90R1",Stockholm,Mon Mar 19 18:51:05 +0000 2018,,sv,0,0,False,0,False,0,1521485465239,1722,250,212419
MAURICIO CASTILLA,,POSITIVE,0.73701334,"RT @johnny_ossa: Osadía? lluvia de ideas para proponer nombres próxima gobernación
Abelardo de la Espriella, Edelberto de la Ossa, Ma Teres…",,Mon Mar 19 18:51:15 +0000 2018,,es,0,0,False,0,False,0,1521485475983,4427,287,5255
Kat Oakley,USA,NEGATIVE,0.0980425924,The latest We Say No To GMO! https://t.co/ryDz5P54RB #gmos #nongmo,Eastern Time (US & Canada),Mon Mar 19 18:51:29 +0000 2018,,en,0,0,False,0,False,0,1521485489574,519,514,33045
Martin Palacios,"STHLM, SE +46761108901",POSITIVE,0.6984394789,"RT @Qeruiem: @palace Att det finns en teknik som heter ""genetic drive"" som kan få GMO från en förälder att ""hoppa över"" mellan de två föräl…",Stockholm,Mon Mar 19 18:51:35 +0000 2018,,sv,0,0,False,0,False,0,1521485495854,4172,1449,89704
Whiskers McGee,United States,POSITIVE,0.6990011930000001,"RT @Randy_0302: Our corrupt members of Congress cannot fathom Putin's win?
He banned GMO's kicked Monsanto and the Rothschild banksters out…",,Mon Mar 19 18:51:55 +0000 2018,,en,0,0,False,0,False,0,1521485515658,1149,1745,16328
ALL PERSONAL HEALTH,,POSITIVE,0.7524734735,"(Best Blood Pressure Support Supplement (NON-GMO) - Premium Natural Herbs, Vitamins &amp; Berries - High Dosage of Hawt… https://t.co/d0SddcoADL",Pacific Time (US & Canada),Mon Mar 19 18:52:11 +0000 2018,,en,0,0,False,0,False,0,1521485531828,2248,2483,16545
Teresa Heroux,"St George, UT",NEGATIVE,0.1749659777,"k but all corn is genetically modified, genetic modifications started happening with native Americans chosing what… https://t.co/T4wAhvtLvy",,Mon Mar 19 18:52:47 +0000 2018,,en,0,0,False,0,False,0,1521485567024,42,118,244
RunningStatus.IN,,NEGATIVE,0.0948355049,68018 started on 12/03/2018 Reached its destination GMO and was 70 Mins Late https://t.co/LaM2gtFsb7,,Mon Mar 19 18:53:04 +0000 2018,,en,0,0,False,0,False,0,1521485584600,402,0,4617963
The Holistic Works,,NEGATIVE,0.1359786391,The scientist attacked for proving GMO dangers wins defamation suit in French court https://t.co/Z8Hk81BEOy,London,Mon Mar 19 18:53:12 +0000 2018,,en,0,0,False,0,False,0,1521485592735,12003,156,102518
BernieBro Kavn:#Bernie2020🔥 will #FreeAngryBerner,"Here, Now",NEGATIVE,0.0079016155,"RT @VirginiaInCal: Don’t be fooled by #Kelloggs hyping their GMO cereals and breakfast bars as healthy.
Boycott all @KelloggsUS products li…",Pacific Time (US & Canada),Mon Mar 19 18:53:27 +0000 2018,,en,0,0,False,0,False,0,1521485607532,6145,5950,273454
'Godfrey Kāfir-Goy' #PCPEU,"Earth, EUrope, UNITED Kingdom, England, Kent.",POSITIVE,0.8405034542,"RT @BirdgirlUK: I do consider the issue of CO2 emissions of my travels, everyone should. I do the best I can in terms of my impact. I don’t…",,Mon Mar 19 18:53:31 +0000 2018,,en,0,0,False,0,False,0,1521485611607,2471,464,491229
Great-GrandMa ®™ Σ,Corazón del Universo,POSITIVE,0.8282853961000001,RT @JoseRaulMulino: Hoy escribiré sobre Colón. Trataré de traer en el tiempo una idea que inició Gmo Endara y que se truncó. Ya será para e…,Central America,Mon Mar 19 18:53:34 +0000 2018,,es,0,0,False,0,False,0,1521485614605,2080,3485,90170
Rutgers NJAES,"New Jersey, USA",POSITIVE,0.630426228,RT @RutgersResearch: A new study shows genetically engineered field corn keeps pests away from its unmodified neighbors. @PNASNews @Rutgers…,Eastern Time (US & Canada),Mon Mar 19 18:53:45 +0000 2018,,en,0,0,False,0,False,0,1521485625338,2589,736,3866
Nick Lindley,,NEUTRAL,0.4158432186,"RT @TheSciBabe: Man, rich white liberals hate hearing that it's a privileged thing to be anti-GMO. 

It's really easy to be against a techn…",,Mon Mar 19 18:54:30 +0000 2018,,en,0,0,False,0,False,0,1521485670166,11,199,160
Erykah Badon’t.,,NEGATIVE,0.3773073554,RT @LikeMindedCult: You Guys Left Out Where He Points Out How it Isn’t The Same Stuff We Used 2 Smoke. He Mentioned The GMO’s N How if It’s…,,Mon Mar 19 18:54:40 +0000 2018,,en,0,0,False,0,False,0,1521485680112,95,91,6392
Justin Nurnberg,,POSITIVE,0.6229295135,#SES #FBI #eyesonyou #WeThePeople #Patriots #Deplorables #GreatAwakening #TheStorm #Q  #ShadowGovernment #Snowden… https://t.co/rVBlQNNltP,,Mon Mar 19 18:54:57 +0000 2018,,en,0,0,False,0,False,0,1521485697309,2075,4505,2512
岡本 和法,静岡県浜松市,NEGATIVE,0.3908097446,【GMOクラウド】 WADAX共用サーバー 初期費用無料キャンペーン！ https://t.co/6ScotYHC6V,Tokyo,Mon Mar 19 18:55:01 +0000 2018,,ja,0,0,False,0,False,0,1521485701668,1573,3631,17697
Yvonne Lopez,texas,POSITIVE,0.9486607909,"RT @NStomatoes: Easy✔️ Healthy✔️ Tasty ✔️The flavor of our non-gmo, greenhouse grown Constellation™ tomatoes is out of this world.🍅

Full r…",Mountain Time (US & Canada),Mon Mar 19 18:55:06 +0000 2018,,en,0,0,False,0,False,0,1521485706084,630,2502,14797
kmcintosh,,NEUTRAL,0.4158432186,"RT @TheSciBabe: Man, rich white liberals hate hearing that it's a privileged thing to be anti-GMO. 

It's really easy to be against a techn…",Central Time (US & Canada),Mon Mar 19 18:55:33 +0000 2018,,en,0,0,False,0,False,0,1521485733469,223,595,1817
Scott soulia,,NEGATIVE,0.2027636915,RT @BioSRP: Word invented today: pseudoapproval. #GoldenRice (GR2E) approved in Canada! Why Canada? Since there is no intention that Canadi…,,Mon Mar 19 18:55:34 +0000 2018,,en,0,0,False,0,False,0,1521485734639,202,59,23812
Justin Nurnberg,,POSITIVE,0.6229295135,#SES #FBI #eyesonyou #WeThePeople #Patriots #Deplorables #GreatAwakening #TheStorm #Q  #ShadowGovernment #Snowden… https://t.co/cxycqAj4Bo,,Mon Mar 19 18:55:37 +0000 2018,,en,0,0,False,0,False,0,1521485737240,2075,4505,2513
Farm Fairy Crafts,"Austin, Texas",NEGATIVE,0.2030484378,Top 10 Lies Told by @MonsantoCo on #GMO Labeling in California: https://t.co/rImtHN8NbS,Central Time (US & Canada),Mon Mar 19 18:56:20 +0000 2018,,en,0,0,False,0,False,0,1521485780602,28389,21262,669451
Mike Weale,,POSITIVE,0.7466540337,RT @C_Glastonbury: Paper from the third chapter of my PhD thesis. We explore the impact of cell heterogeneity on adipose tissue gene expres…,,Mon Mar 19 18:56:25 +0000 2018,,en,0,0,False,0,False,0,1521485785740,237,87,1175
James Harness,Brooklyn | NYC,NEGATIVE,0.30515140300000004,Drinking a black coffee &lt;3 https://t.co/wpF981tjF2,Eastern Time (US & Canada),Mon Mar 19 18:56:26 +0000 2018,,en,0,0,False,0,False,0,1521485786368,6402,892,53234
Chris Null,"Pittsburgh, PA",NEUTRAL,0.4158432186,"RT @TheSciBabe: Man, rich white liberals hate hearing that it's a privileged thing to be anti-GMO. 

It's really easy to be against a techn…",Pacific Time (US & Canada),Mon Mar 19 18:56:27 +0000 2018,,en,0,0,False,0,False,0,1521485787107,72,181,7086
#FreePeterDouche🔥,"East Village, San Diego",NEGATIVE,0.0335582383,"RT @TheGOPJesus: Boycott 🚫@KelloggCompany🚫 for removing GMO consent.
@rosevine3 @VirginiaInCal @WarAgainstWomen @2sense2 @WaldenE @yesmaam7…",Pacific Time (US & Canada),Mon Mar 19 18:56:49 +0000 2018,,en,0,0,False,0,False,0,1521485809239,3747,3705,95033
Morningstar Advisor,"Chicago, IL",NEUTRAL,0.5165968537,"MIC 2018 will be June 11-13 in Chicago. Keynotes include GMO's Jeremy Grantham, Daniel Kahneman, and our CEO Kunal… https://t.co/p5HPYMxA5Z",Central Time (US & Canada),Mon Mar 19 18:57:05 +0000 2018,,en,0,0,False,0,False,0,1521485825249,41819,1395,8421
Janice Person,"St Louis, MO",POSITIVE,0.8095536232,@holden You do have to wade through some bad groups to find the good ones. A couple of my faves? @eatcookwrite's FA… https://t.co/yif2Pn4CBd,Central Time (US & Canada),Mon Mar 19 18:57:13 +0000 2018,,en,0,0,False,0,False,0,1521485833744,12978,6521,87990
Cindy morahan,"Chicago, IL",NEGATIVE,0.0157632921,"RT @TheGOPJesus: Boycott 🚫@KelloggCompany GMOs🚫: We're NOT buying it.
@rosevine3 @VirginiaInCal @NOtoGMOs @winterthur @Non_GMO_in_SWBC @bue…",,Mon Mar 19 18:57:25 +0000 2018,,en,0,0,False,0,False,0,1521485845008,1551,1541,60860
Mig Greengard,"Brooklyn, NY",NEUTRAL,0.40486010910000003,"RT @AgBioWorld: Critics of #GMO portray scientists as playing God, messing with nature in dangerous ways with unknown consequences. In real…",Eastern Time (US & Canada),Mon Mar 19 18:57:37 +0000 2018,,en,0,0,False,0,False,0,1521485857873,10100,3077,41247
Koatree,,NEUTRAL,0.45990300180000004,Putin Vows To Feed Half The World With Non-GMO Organic Food https://t.co/qtvWWZvWCl via @yournewswire  Send some to… https://t.co/1qA1NWysBF,,Mon Mar 19 18:57:42 +0000 2018,,en,0,0,False,0,False,0,1521485862149,11,187,4284
Justin Nurnberg,,NEUTRAL,0.5919238329000001,#SES #eyesonyou #WeThePeople #Patriots #Deplorables #GreatAwakening #TheStorm #Q  #ShadowGovernment  #ArmyOfTrump… https://t.co/2LOrVQxls4,,Mon Mar 19 18:57:43 +0000 2018,,en,0,0,False,0,False,0,1521485863489,2075,4505,2514
Justin Nurnberg,,NEUTRAL,0.5919238329000001,#SES #eyesonyou #WeThePeople #Patriots #Deplorables #GreatAwakening #TheStorm #Q  #ShadowGovernment  #ArmyOfTrump… https://t.co/FkqhBQq7Lu,,Mon Mar 19 18:58:06 +0000 2018,,und,0,0,False,0,False,0,1521485886390,2075,4505,2515
Teresa Heroux,"St George, UT",NEUTRAL,0.44691044090000004,"As well as apples, if u wish 2 eat food that is non GMO, then u are going to have horrible disease ridden crops una… https://t.co/Z8URLkAdSp",,Mon Mar 19 18:58:32 +0000 2018,,en,0,0,False,0,False,0,1521485912760,42,118,245
Rachel Parent,Made in Canada,NEGATIVE,0.2794523537,"RT @GMWatch: Studies have shown that a main source of their catastrophic decline has been #GMO crops, engineered with resistance to Monsant…",Eastern Time (US & Canada),Mon Mar 19 18:58:33 +0000 2018,,en,0,0,False,0,False,0,1521485913197,40341,28171,77190
kayla badmon🍒,elk grove,NEGATIVE,0.3773073554,RT @LikeMindedCult: You Guys Left Out Where He Points Out How it Isn’t The Same Stuff We Used 2 Smoke. He Mentioned The GMO’s N How if It’s…,Hawaii,Mon Mar 19 18:59:08 +0000 2018,,en,0,0,False,0,False,0,1521485948930,847,1803,16770
Troy,"New York, USA",NEGATIVE,0.2794523537,"RT @GMWatch: Studies have shown that a main source of their catastrophic decline has been #GMO crops, engineered with resistance to Monsant…",,Mon Mar 19 18:59:13 +0000 2018,,en,0,0,False,0,False,0,1521485953060,8,15,450
CO4Truth,Colorado,NEGATIVE,0.0968935415,".... and while you are at it.... STOP CHEMTRAILS/GMO/ FLUORIDE  I don't want to waste anymore of your time, so will… https://t.co/ihPNzAVZ8D",Mountain Time (US & Canada),Mon Mar 19 18:59:19 +0000 2018,,en,0,0,False,0,False,0,1521485959174,2174,1565,41899
Roberto Giovannoni,"Milan, Italy",POSITIVE,0.7968926430000001,"RT @SteBiotech: Il #Canada ha approvato il Golden Rice, che andrà a far coppia con il salmone #AquaAdvance, entrambi OGM.
Ricette di riso c…",Rome,Mon Mar 19 18:59:29 +0000 2018,,it,0,0,False,0,False,0,1521485969883,209,580,292
Garion Coyote,Planet Earth,NEGATIVE,0.2794523537,"RT @GMWatch: Studies have shown that a main source of their catastrophic decline has been #GMO crops, engineered with resistance to Monsant…",Amsterdam,Mon Mar 19 19:00:04 +0000 2018,,en,0,0,False,0,False,0,1521486004251,604,1098,370689
Farmacias Revilla,Panama | Chiriquí,POSITIVE,0.7043992877,"Meriendas saludables
Crujientes y hechas con queso chedar y especies es una merienda ideal y deliciosa. No contiene… https://t.co/07JMlo6nPr",Bogota,Mon Mar 19 19:00:09 +0000 2018,,es,0,0,False,0,False,0,1521486009590,1861,865,893
washumom,Illinois,NEGATIVE,0.0456036031,"RT @TheGOPJesus: Boycott @KelloggCompany: GMOs by Agent Orange-producers.
@VirginiaInCal @rosevine3 @Kenn_QBE @endcomputed @NDExperience @p…",Central Time (US & Canada),Mon Mar 19 19:00:23 +0000 2018,,en,0,0,False,0,False,0,1521486023390,10769,8114,689747
Fiave Donuts,"Las Vegas, NV",POSITIVE,0.7772485614,"Featuring the first NON-GMO Vanilla Cream donut in the wholesale market
A doughnut masterpiece that's healthy and d… https://t.co/5XnvnPOlgh",,Mon Mar 19 19:00:33 +0000 2018,,en,0,0,False,0,False,0,1521486033166,4,44,6
NADEEM,Chicago-London,NEGATIVE,0.3773073554,RT @LikeMindedCult: You Guys Left Out Where He Points Out How it Isn’t The Same Stuff We Used 2 Smoke. He Mentioned The GMO’s N How if It’s…,Eastern Time (US & Canada),Mon Mar 19 19:00:45 +0000 2018,,en,0,0,False,0,False,0,1521486045424,596,231,24249
WeedWisdom,San Francisco,POSITIVE,0.9655598998,RT @TheStonerpedia: Introducing BODHI from @HappybuddhaCBD a 200 mg full spectrum CBD honey! Each dose is accurately dispensed through our…,Pacific Time (US & Canada),Mon Mar 19 19:00:49 +0000 2018,,en,0,0,False,0,False,0,1521486049720,62954,9787,46723
Andrea Lewis 🍎,Illinois,NEGATIVE,0.3771216571,Why Do Some GM Crops Contain the Epicyte Gene? | Holistic Health &amp; Living #eugenics #GMO https://t.co/bB047bBkvl,Central Time (US & Canada),Mon Mar 19 19:00:50 +0000 2018,,en,0,0,False,0,False,0,1521486050688,23507,23529,65314
"Dr. Manhattan, M.D.","Manhattan, NY",POSITIVE,0.9081104994,RT @jdnurnberg: #SES #eyesonyou #WeThePeople #Patriots #Deplorables #GreatAwakening #TheStorm #Q  #ShadowGovernment  #ArmyOfTrump #DrainThe…,,Mon Mar 19 19:00:53 +0000 2018,,und,0,0,False,0,False,0,1521486053298,561,876,6957
Dan Castro,California (o/18 :-),NEGATIVE,0.0079016155,"RT @VirginiaInCal: Don’t be fooled by #Kelloggs hyping their GMO cereals and breakfast bars as healthy.
Boycott all @KelloggsUS products li…",America/Los_Angeles,Mon Mar 19 19:00:55 +0000 2018,,en,0,0,False,0,False,0,1521486055588,9569,10525,561995
Dave Nelson,CAN,NEUTRAL,0.4797485769,Health Canada approves GMO GR2E Golden Rice. I didn’t know we had a vitamin A deficiency here in Canada. Thoughts?… https://t.co/yBdrz76pzC,Eastern Time (US & Canada),Mon Mar 19 19:01:14 +0000 2018,,en,0,0,False,0,False,0,1521486074766,836,105,1559
Chef Alain Braux,"Austin, TX",NEGATIVE,0.0905548781,GMO Europe: European authorities violated own rules to conclude glyphosate is not carcinogenic… https://t.co/9oLiR8eu8u,Central Time (US & Canada),Mon Mar 19 19:01:14 +0000 2018,,en,0,0,False,0,False,0,1521486074885,3554,2702,17578
George,,POSITIVE,0.819470346,"RT @MrMalky: Remember 
One of the powers that The UK Govt wants to take back from Scotland
Is GMO
And if they steal this power from the Sco…",,Mon Mar 19 19:01:15 +0000 2018,,en,0,0,False,0,False,0,1521486075951,175,294,4294
Zalbar,,POSITIVE,0.6535341144,"@TheSciBabe @jesoelschlagel 

Interesting...

https://t.co/Pmvkkh8bl6",Pacific Time (US & Canada),Mon Mar 19 19:01:30 +0000 2018,,en,0,0,False,0,False,0,1521486090019,46,175,3461
The Paleo Foundation,"Marina Del Rey, California",POSITIVE,0.7464433312000001,@CocoCocktails #REFRESH The World’s 1st Alcoholic Beverage with Vitamins &amp; Minerals! Made w/ All Natural Non-GMO In… https://t.co/yTTNmAGrxa,Alaska,Mon Mar 19 19:01:31 +0000 2018,,en,0,0,False,0,False,0,1521486091345,45154,1083,30940
Bonnie Wood,Fredericton NB,NEGATIVE,0.2794523537,"RT @GMWatch: Studies have shown that a main source of their catastrophic decline has been #GMO crops, engineered with resistance to Monsant…",,Mon Mar 19 19:01:35 +0000 2018,,en,0,0,False,0,False,0,1521486095072,2057,2268,84834
Merasephic C.A,"Caracas, Distrito Capital",POSITIVE,0.7672480941,"MERASEPHIC GMO, C.A. ofreciendo sus mejores servicios, contáctenos y le daremos el asesoramiento para su empresa. https://t.co/wZmWS60lEE",,Mon Mar 19 19:01:42 +0000 2018,,es,0,0,False,0,False,0,1521486102912,37,92,36
Morten Sommer,,NEUTRAL,0.5893291831,RT @harriswangnyc: Metagenomic mining of regulatory elements enables programmable species-selective gene expression https://t.co/Sg5c27Jo5R…,,Mon Mar 19 19:01:52 +0000 2018,,en,0,0,False,0,False,0,1521486112819,428,245,244
天駆ける監視者 ねぷ,Nowhere,NEUTRAL,0.5631459355,"RT @nullpopopo: SAY企画 でTwitter検索したらマイナンバーも扱ってるのだが。
https://t.co/fi5BsqDHnY",Tokyo,Tue Mar 20 02:15:30 +0000 2018,,ja,0,0,False,0,False,0,1521512130713,38,105,2030
DonKiss 🍩💋💖,DonKiss,POSITIVE,0.7830312848000001,"RT @myaccnoturs: ""DonKiss forever!"" -Regal
""Of course, #DonKiss"" -GMO
""The very promising team up of Donny &amp; Kisses."" -ABS-CBN
""A fairytale…",,Tue Mar 20 02:15:34 +0000 2018,,en,0,0,False,0,False,0,1521512134399,715,78,17453
G💖Kisses |🇩🇰,,POSITIVE,0.7835912704,"@GMOunit @dxntplay Good morning, gmo! Thank you for being the first ones to believe in the potential of DonKiss. We… https://t.co/3nEj71kAUa",Kuala Lumpur,Tue Mar 20 02:15:41 +0000 2018,,en,0,0,False,0,False,0,1521512141880,1003,280,18456
"Krista, Chaotic Jewish",Northeast Ohio,NEUTRAL,0.4158432186,"RT @TheSciBabe: Man, rich white liberals hate hearing that it's a privileged thing to be anti-GMO. 

It's really easy to be against a techn…",America/New_York,Tue Mar 20 02:15:52 +0000 2018,,en,0,0,False,0,False,0,1521512152467,809,1145,190060
Ben Rachinger,"Melbourne, Victoria",NEUTRAL,0.4292577803,"RT @MichaelGalanin: After just under a year in space, astronaut Scott Kelly's gene expression changed significantly and is different than h…",Fiji,Tue Mar 20 02:15:55 +0000 2018,,en,0,0,False,0,False,0,1521512155131,11915,1073,45727
Farm Fairy Crafts,"Austin, Texas",NEGATIVE,0.3228173554,".@MonsantoCo Did Their Own #GMO Safety Test, Assures 50% SUFFER KIDNEY &amp; LIVER DISEASE in Under 90 Days... https://t.co/o0Gk2a0Y2j",Central Time (US & Canada),Tue Mar 20 02:16:19 +0000 2018,,en,0,0,False,0,False,0,1521512179792,28393,21263,669622
DonkissPH,United Kingdom 🇬🇧 💖🍩,POSITIVE,0.8237523437000001,RT @DonkissDestiny: This thread tho ! 💖 sa mga nakikita kong nanghihina na yung loob. Basahin mo to isa isa and then maaalimpungatan ka. Da…,,Tue Mar 20 02:16:29 +0000 2018,,tl,0,0,False,0,False,0,1521512189059,58,206,877
Donkiss ❤,,POSITIVE,0.7198716402,"RT @kisses_ella: congrats napansin ni GMO ang tweet mo kahit hindi naman pala nakatag☺💖

@mor1019 #MORPinoyBiga10 Alam Na This by Kisses De…",,Tue Mar 20 02:16:46 +0000 2018,,tl,0,0,False,0,False,0,1521512206102,114,150,8417
Point Do Sabor,"Uruguaiana, Brasil",NEUTRAL,0.5074003935,"Top story: Non-GMO Project on Twitter: ""Over 80% of all GMO crops grown worldwi… https://t.co/Fi4TcLiJyg, see more https://t.co/75pyFXzfnk",Brasilia,Tue Mar 20 02:17:02 +0000 2018,,en,0,0,False,0,False,0,1521512222067,13,220,4816
Bruce R. Witt,"Yardley, PA",NEUTRAL,0.5074003935,"Top story: Non-GMO Project on Twitter: ""Over 80% of all GMO crops grown worldwi… https://t.co/9cEJjcjKzX, see more https://t.co/jetTNxUTor",Eastern Time (US & Canada),Tue Mar 20 02:17:02 +0000 2018,,en,0,0,False,0,False,0,1521512222881,7272,7809,55014
Personal Edition,,NEUTRAL,0.5074003935,"Top story: Non-GMO Project on Twitter: ""Over 80% of all GMO crops grown worldwi… https://t.co/iYrvM70bcm, see more https://t.co/Gueoi0QDMZ",,Tue Mar 20 02:17:03 +0000 2018,,en,0,0,False,0,False,0,1521512223235,34,38,16729
Coach,,NEUTRAL,0.5074003935,"Top story: Non-GMO Project on Twitter: ""Over 80% of all GMO crops grown worldwi… https://t.co/R9VX6KNiHg, see more https://t.co/i5ownlZh2S",Mexico City,Tue Mar 20 02:17:03 +0000 2018,,en,0,0,False,0,False,0,1521512223561,24789,20721,28079
Sally K. Witt,"Yardley, PA",NEUTRAL,0.5074003935,"Top story: Non-GMO Project on Twitter: ""Over 80% of all GMO crops grown worldwi… https://t.co/eIoja4Nt1w, see more https://t.co/6tugNVW3Vk",Eastern Time (US & Canada),Tue Mar 20 02:17:04 +0000 2018,,en,0,0,False,0,False,0,1521512224215,27131,24335,244287
Sustainable Food,,NEGATIVE,0.3954935074,"Non-GMO Project on Twitter: ""Over 80% of all GMO crops grown worldwide are engi… https://t.co/q3bDDJIEpq, see more https://t.co/AQWlQSgzxn",,Tue Mar 20 02:17:04 +0000 2018,,en,0,0,False,0,False,0,1521512224511,76,0,4124
Rajumoni Saikia,,NEUTRAL,0.4292577803,"RT @MichaelGalanin: After just under a year in space, astronaut Scott Kelly's gene expression changed significantly and is different than h…",,Tue Mar 20 02:17:08 +0000 2018,,en,0,0,False,0,False,0,1521512228113,2,120,3
Infinity Solutions,"Phoenix, AZ",NEUTRAL,0.5074003935,"Top story: Non-GMO Project on Twitter: ""Over 80% of all GMO crops grown worldwi… https://t.co/OQ4edFheBt, see more https://t.co/4iwZGwvFp9",,Tue Mar 20 02:17:02 +0000 2018,,en,0,0,False,0,False,0,1521512222472,148,99,4198
Mary Tudor VII,"Seattle, Washington USA",NEUTRAL,0.5074003935,"Top story: Non-GMO Project on Twitter: ""Over 80% of all GMO crops grown worldwi… https://t.co/YO4T2JPuce, see more https://t.co/yToNclnO3B",,Tue Mar 20 02:17:03 +0000 2018,,en,0,0,False,0,False,0,1521512223880,226,409,18516
Ariakas Enoreth,,POSITIVE,0.7603640556,"RT @DrTomEllis: if you like synthetic biology, microbial gene expression and huge amounts of data then you'll love this great new work from…",Jakarta,Tue Mar 20 02:17:15 +0000 2018,,en,0,0,False,0,False,0,1521512235066,162,735,9396
Ecelyn 💋💖🌚,Republic of the Philippines,POSITIVE,0.7928843498,"RT @kissestv: @GMOunit @dxntplay Good morning, gmo! Thank you for being the first ones to believe in the potential of DonKiss. We will be s…",,Tue Mar 20 02:17:26 +0000 2018,,en,0,0,False,0,False,0,1521512246205,1179,930,115353
Atheist_1516,,NEUTRAL,0.4158432186,"RT @TheSciBabe: Man, rich white liberals hate hearing that it's a privileged thing to be anti-GMO. 

It's really easy to be against a techn…",,Tue Mar 20 02:17:27 +0000 2018,,en,0,0,False,0,False,0,1521512247146,33,71,147
Lisa Scharin,,NEGATIVE,0.3086870909,Dr. Mercola Interviews Ronnie Cummins for 2018 GMO Awareness Week https://t.co/JxCOs0dCaG via @YouTube,,Tue Mar 20 02:17:27 +0000 2018,,en,0,0,False,0,False,0,1521512247492,1168,1901,29663
